source,body_name,corner_label,morph,q,stage_index,user_stage,pole_freq_hz,pole_radius,zero_freq_hz,zero_radius,c0,c1,c2,c3,c4,stage_peak_db,cancellation_db,role,source_file
compiled-v1,mouth_clamp,M100_Q0,1.0,0.0,7,S8,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\mouth_clamp.compiled.json
compiled-v1,mouth_clamp,M100_Q0,1.0,0.0,8,S9,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\mouth_clamp.compiled.json
compiled-v1,mouth_clamp,M100_Q0,1.0,0.0,9,S10,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\mouth_clamp.compiled.json
compiled-v1,mouth_clamp,M100_Q0,1.0,0.0,10,S11,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\mouth_clamp.compiled.json
compiled-v1,mouth_clamp,M100_Q0,1.0,0.0,11,S12,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\mouth_clamp.compiled.json
compiled-v1,mouth_clamp,M100_Q100,1.0,1.0,0,S1,,,,,0.0915728285908699,0.1831456571817398,0.0915728285908699,-1.4081087112426758,0.774399995803833,-12.99,-61.57,,authoring\emu_designer\generated\mouth_clamp.compiled.json
compiled-v1,mouth_clamp,M100_Q100,1.0,1.0,1,S2,,,,,3.981071710586548,0.0,0.0,-1.4936999082565308,0.5625,11.4,5.13,,authoring\emu_designer\generated\mouth_clamp.compiled.json
compiled-v1,mouth_clamp,M100_Q100,1.0,1.0,2,S3,,,,,3.981071710586548,0.0,0.0,-1.4721442461013794,0.5625,11.58,5.19,,authoring\emu_designer\generated\mouth_clamp.compiled.json
compiled-v1,mouth_clamp,M100_Q100,1.0,1.0,3,S4,,,,,0.06309574842453003,-1.9420685172080994,0.9999999737739564,-1.359447956085205,0.4899999833106996,10.79,-6.55,,authoring\emu_designer\generated\mouth_clamp.compiled.json
compiled-v1,mouth_clamp,M100_Q100,1.0,1.0,4,S5,,,,,5.011872291564941,0.0,0.0,-1.4721442461013794,0.5625,13.58,7.19,,authoring\emu_designer\generated\mouth_clamp.compiled.json
compiled-v1,mouth_clamp,M100_Q100,1.0,1.0,5,S6,,,,,1.0,-2.0,1.0000000441074377,-1.6998592615127563,0.722500040531159,8.88,-105.66,,authoring\emu_designer\generated\mouth_clamp.compiled.json
compiled-v1,mouth_clamp,M100_Q100,1.0,1.0,6,S7,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\mouth_clamp.compiled.json
compiled-v1,mouth_clamp,M100_Q100,1.0,1.0,7,S8,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\mouth_clamp.compiled.json
compiled-v1,mouth_clamp,M100_Q100,1.0,1.0,8,S9,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\mouth_clamp.compiled.json
compiled-v1,mouth_clamp,M100_Q100,1.0,1.0,9,S10,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\mouth_clamp.compiled.json
compiled-v1,mouth_clamp,M100_Q100,1.0,1.0,10,S11,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\mouth_clamp.compiled.json
compiled-v1,mouth_clamp,M100_Q100,1.0,1.0,11,S12,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\mouth_clamp.compiled.json
compiled-v1,god_filter_candidate,M0_Q0,0.0,0.0,0,S1,,,,,0.13839255273342133,0.27678510546684265,0.13839255273342133,-1.2208298444747925,0.774399995803833,-8.34,-56.53,,authoring\emu_designer\generated\phoneme_forge_candidate.compiled.json
compiled-v1,god_filter_candidate,M0_Q0,0.0,0.0,1,S2,,,,,3.1622776985168457,0.0,8.201599399626502e-09,-1.828348994255066,0.8464000307083133,5.46,1.69,,authoring\emu_designer\generated\phoneme_forge_candidate.compiled.json
compiled-v1,god_filter_candidate,M0_Q0,0.0,0.0,2,S3,,,,,2.511886477470398,0.0,8.201599399626502e-09,-1.8046854734420776,0.8464000307083133,3.58,-0.25,,authoring\emu_designer\generated\phoneme_forge_candidate.compiled.json
compiled-v1,god_filter_candidate,M0_Q0,0.0,0.0,3,S4,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate.compiled.json
compiled-v1,god_filter_candidate,M0_Q0,0.0,0.0,4,S5,,,,,1.5848931670188904,0.0,8.201599399626502e-09,-1.681424856185913,0.8464000307083133,0.25,-3.96,,authoring\emu_designer\generated\phoneme_forge_candidate.compiled.json
compiled-v1,god_filter_candidate,M0_Q0,0.0,0.0,5,S6,,,,,1.0,-2.0,1.0000000441074377,-1.6998592615127563,0.722500040531159,8.88,-105.66,,authoring\emu_designer\generated\phoneme_forge_candidate.compiled.json
compiled-v1,god_filter_candidate,M0_Q0,0.0,0.0,6,S7,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate.compiled.json
compiled-v1,god_filter_candidate,M0_Q0,0.0,0.0,7,S8,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate.compiled.json
compiled-v1,god_filter_candidate,M0_Q0,0.0,0.0,8,S9,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate.compiled.json
compiled-v1,god_filter_candidate,M0_Q0,0.0,0.0,9,S10,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate.compiled.json
compiled-v1,god_filter_candidate,M0_Q0,0.0,0.0,10,S11,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate.compiled.json
compiled-v1,god_filter_candidate,M0_Q0,0.0,0.0,11,S12,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate.compiled.json
compiled-v1,god_filter_candidate,M0_Q100,0.0,1.0,0,S1,,,,,0.13839255273342133,0.27678510546684265,0.13839255273342133,-1.2208298444747925,0.774399995803833,-8.34,-56.53,,authoring\emu_designer\generated\phoneme_forge_candidate.compiled.json
compiled-v1,god_filter_candidate,M0_Q100,0.0,1.0,1,S2,,,,,3.1622776985168457,0.0,8.201599399626502e-09,-1.828348994255066,0.8464000307083133,5.46,1.69,,authoring\emu_designer\generated\phoneme_forge_candidate.compiled.json
compiled-v1,god_filter_candidate,M0_Q100,0.0,1.0,2,S3,,,,,2.511886477470398,0.0,8.201599399626502e-09,-1.8046854734420776,0.8464000307083133,3.58,-0.25,,authoring\emu_designer\generated\phoneme_forge_candidate.compiled.json
compiled-v1,god_filter_candidate,M0_Q100,0.0,1.0,3,S4,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate.compiled.json
compiled-v1,god_filter_candidate,M0_Q100,0.0,1.0,4,S5,,,,,1.5848931670188904,0.0,8.201599399626502e-09,-1.681424856185913,0.8464000307083133,0.25,-3.96,,authoring\emu_designer\generated\phoneme_forge_candidate.compiled.json
compiled-v1,god_filter_candidate,M0_Q100,0.0,1.0,5,S6,,,,,1.0,-2.0,1.0000000441074377,-1.6998592615127563,0.722500040531159,8.88,-105.66,,authoring\emu_designer\generated\phoneme_forge_candidate.compiled.json
compiled-v1,god_filter_candidate,M0_Q100,0.0,1.0,6,S7,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate.compiled.json
compiled-v1,god_filter_candidate,M0_Q100,0.0,1.0,7,S8,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate.compiled.json
compiled-v1,god_filter_candidate,M0_Q100,0.0,1.0,8,S9,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate.compiled.json
compiled-v1,god_filter_candidate,M0_Q100,0.0,1.0,9,S10,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate.compiled.json
compiled-v1,god_filter_candidate,M0_Q100,0.0,1.0,10,S11,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate.compiled.json
compiled-v1,god_filter_candidate,M0_Q100,0.0,1.0,11,S12,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate.compiled.json
compiled-v1,god_filter_candidate,M100_Q0,1.0,0.0,0,S1,,,,,0.22296185791492462,0.44592371582984924,0.22296185791492462,-0.8825525641441345,0.774399995803833,-1.89,-48.97,,authoring\emu_designer\generated\phoneme_forge_candidate.compiled.json
compiled-v1,god_filter_candidate,M100_Q0,1.0,0.0,1,S2,,,,,2.511886477470398,0.0,8.201599399626502e-09,-1.8372166156768799,0.8464000307083133,3.41,-0.33,,authoring\emu_designer\generated\phoneme_forge_candidate.compiled.json
compiled-v1,god_filter_candidate,M100_Q0,1.0,0.0,2,S3,,,,,3.981071710586548,0.0,8.201599399626502e-09,-1.7131479978561401,0.8464000307083133,8.07,3.96,,authoring\emu_designer\generated\phoneme_forge_candidate.compiled.json
compiled-v1,god_filter_candidate,M100_Q0,1.0,0.0,3,S4,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate.compiled.json
compiled-v1,god_filter_candidate,M100_Q0,1.0,0.0,4,S5,,,,,2.2387211322784424,0.0,8.201599399626502e-09,-1.6298998594284058,0.8464000307083133,3.54,-0.84,,authoring\emu_designer\generated\phoneme_forge_candidate.compiled.json
compiled-v1,god_filter_candidate,M100_Q0,1.0,0.0,5,S6,,,,,1.0,-1.9999999701976776,1.0000000441074377,-1.6998218297958374,0.722500040531159,8.88,-105.69,,authoring\emu_designer\generated\phoneme_forge_candidate.compiled.json
compiled-v1,god_filter_candidate,M100_Q0,1.0,0.0,6,S7,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate.compiled.json
compiled-v1,god_filter_candidate,M100_Q0,1.0,0.0,7,S8,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate.compiled.json
compiled-v1,god_filter_candidate,M100_Q0,1.0,0.0,8,S9,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate.compiled.json
compiled-v1,god_filter_candidate,M100_Q0,1.0,0.0,9,S10,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate.compiled.json
compiled-v1,god_filter_candidate,M100_Q0,1.0,0.0,10,S11,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate.compiled.json
compiled-v1,god_filter_candidate,M100_Q0,1.0,0.0,11,S12,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate.compiled.json
compiled-v1,god_filter_candidate,M100_Q100,1.0,1.0,0,S1,,,,,0.22296185791492462,0.44592371582984924,0.22296185791492462,-0.8825525641441345,0.774399995803833,-1.89,-48.97,,authoring\emu_designer\generated\phoneme_forge_candidate.compiled.json
compiled-v1,god_filter_candidate,M100_Q100,1.0,1.0,1,S2,,,,,2.511886477470398,0.0,8.201599399626502e-09,-1.8372166156768799,0.8464000307083133,3.41,-0.33,,authoring\emu_designer\generated\phoneme_forge_candidate.compiled.json
compiled-v1,god_filter_candidate,M100_Q100,1.0,1.0,2,S3,,,,,3.981071710586548,0.0,8.201599399626502e-09,-1.7131479978561401,0.8464000307083133,8.07,3.96,,authoring\emu_designer\generated\phoneme_forge_candidate.compiled.json
compiled-v1,god_filter_candidate,M100_Q100,1.0,1.0,3,S4,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate.compiled.json
compiled-v1,god_filter_candidate,M100_Q100,1.0,1.0,4,S5,,,,,2.2387211322784424,0.0,8.201599399626502e-09,-1.6298998594284058,0.8464000307083133,3.54,-0.84,,authoring\emu_designer\generated\phoneme_forge_candidate.compiled.json
compiled-v1,god_filter_candidate,M100_Q100,1.0,1.0,5,S6,,,,,1.0,-1.9999999701976776,1.0000000441074377,-1.6998218297958374,0.722500040531159,8.88,-105.69,,authoring\emu_designer\generated\phoneme_forge_candidate.compiled.json
compiled-v1,god_filter_candidate,M100_Q100,1.0,1.0,6,S7,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate.compiled.json
compiled-v1,god_filter_candidate,M100_Q100,1.0,1.0,7,S8,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate.compiled.json
compiled-v1,god_filter_candidate,M100_Q100,1.0,1.0,8,S9,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate.compiled.json
compiled-v1,god_filter_candidate,M100_Q100,1.0,1.0,9,S10,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate.compiled.json
compiled-v1,god_filter_candidate,M100_Q100,1.0,1.0,10,S11,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate.compiled.json
compiled-v1,god_filter_candidate,M100_Q100,1.0,1.0,11,S12,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate.compiled.json
compiled-v1,phoneme_forge_candidate,M0_Q0,0.0,0.0,0,S1,,,,,0.021913502365350723,0.04382700473070145,0.021913502365350723,-1.6867460012435913,0.774399995803833,-26.78,-75.79,,authoring\emu_designer\generated\phoneme_forge_candidate1.compiled.json
compiled-v1,phoneme_forge_candidate,M0_Q0,0.0,0.0,1,S2,,,,,5.495408535003662,0.0,8.201599399626502e-09,-1.7716375589370728,0.8464000307083133,10.55,6.63,,authoring\emu_designer\generated\phoneme_forge_candidate1.compiled.json
compiled-v1,phoneme_forge_candidate,M0_Q0,0.0,0.0,2,S3,,,,,9.549925804138184,0.0,8.201599399626502e-09,-1.8207534551620483,0.8464000307083133,15.1,11.31,,authoring\emu_designer\generated\phoneme_forge_candidate1.compiled.json
compiled-v1,phoneme_forge_candidate,M0_Q0,0.0,0.0,3,S4,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate1.compiled.json
compiled-v1,phoneme_forge_candidate,M0_Q0,0.0,0.0,4,S5,,,,,2.818382978439331,0.0,8.201599399626502e-09,-1.8361928462982178,0.8464000307083133,4.42,0.67,,authoring\emu_designer\generated\phoneme_forge_candidate1.compiled.json
compiled-v1,phoneme_forge_candidate,M0_Q0,0.0,0.0,5,S6,,,,,1.0,-2.0,1.0000000441074377,-1.3922044038772583,0.722500040531159,10.95,-104.19,,authoring\emu_designer\generated\phoneme_forge_candidate1.compiled.json
compiled-v1,phoneme_forge_candidate,M0_Q0,0.0,0.0,6,S7,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate1.compiled.json
compiled-v1,phoneme_forge_candidate,M0_Q0,0.0,0.0,7,S8,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate1.compiled.json
compiled-v1,phoneme_forge_candidate,M0_Q0,0.0,0.0,8,S9,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate1.compiled.json
compiled-v1,phoneme_forge_candidate,M0_Q0,0.0,0.0,9,S10,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate1.compiled.json
compiled-v1,phoneme_forge_candidate,M0_Q0,0.0,0.0,10,S11,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate1.compiled.json
compiled-v1,phoneme_forge_candidate,M0_Q0,0.0,0.0,11,S12,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate1.compiled.json
compiled-v1,phoneme_forge_candidate,M0_Q100,0.0,1.0,0,S1,,,,,0.021913502365350723,0.04382700473070145,0.021913502365350723,-1.6867460012435913,0.774399995803833,-26.78,-75.79,,authoring\emu_designer\generated\phoneme_forge_candidate1.compiled.json
compiled-v1,phoneme_forge_candidate,M0_Q100,0.0,1.0,1,S2,,,,,5.495408535003662,0.0,8.201599399626502e-09,-1.7716375589370728,0.8464000307083133,10.55,6.63,,authoring\emu_designer\generated\phoneme_forge_candidate1.compiled.json
compiled-v1,phoneme_forge_candidate,M0_Q100,0.0,1.0,2,S3,,,,,9.549925804138184,0.0,8.201599399626502e-09,-1.8207534551620483,0.8464000307083133,15.1,11.31,,authoring\emu_designer\generated\phoneme_forge_candidate1.compiled.json
compiled-v1,phoneme_forge_candidate,M0_Q100,0.0,1.0,3,S4,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate1.compiled.json
compiled-v1,phoneme_forge_candidate,M0_Q100,0.0,1.0,4,S5,,,,,2.818382978439331,0.0,8.201599399626502e-09,-1.8361928462982178,0.8464000307083133,4.42,0.67,,authoring\emu_designer\generated\phoneme_forge_candidate1.compiled.json
compiled-v1,phoneme_forge_candidate,M0_Q100,0.0,1.0,5,S6,,,,,1.0,-2.0,1.0000000441074377,-1.3922044038772583,0.722500040531159,10.95,-104.19,,authoring\emu_designer\generated\phoneme_forge_candidate1.compiled.json
compiled-v1,phoneme_forge_candidate,M0_Q100,0.0,1.0,6,S7,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate1.compiled.json
compiled-v1,phoneme_forge_candidate,M0_Q100,0.0,1.0,7,S8,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate1.compiled.json
compiled-v1,phoneme_forge_candidate,M0_Q100,0.0,1.0,8,S9,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate1.compiled.json
compiled-v1,phoneme_forge_candidate,M0_Q100,0.0,1.0,9,S10,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate1.compiled.json
compiled-v1,phoneme_forge_candidate,M0_Q100,0.0,1.0,10,S11,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate1.compiled.json
compiled-v1,phoneme_forge_candidate,M0_Q100,0.0,1.0,11,S12,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate1.compiled.json
compiled-v1,phoneme_forge_candidate,M100_Q0,1.0,0.0,0,S1,,,,,0.03598058596253395,0.0719611719250679,0.03598058596253395,-1.6304776668548584,0.774399995803833,-22.21,-71.15,,authoring\emu_designer\generated\phoneme_forge_candidate1.compiled.json
compiled-v1,phoneme_forge_candidate,M100_Q0,1.0,0.0,1,S2,,,,,4.9545018672943115,0.0,8.201599399626502e-09,-1.832271933555603,0.8464000307083133,9.34,5.58,,authoring\emu_designer\generated\phoneme_forge_candidate1.compiled.json
compiled-v1,phoneme_forge_candidate,M100_Q0,1.0,0.0,2,S3,,,,,5.495408535003662,0.0,8.201599399626502e-09,-1.8058302402496338,0.8464000307083133,10.38,6.55,,authoring\emu_designer\generated\phoneme_forge_candidate1.compiled.json
compiled-v1,phoneme_forge_candidate,M100_Q0,1.0,0.0,3,S4,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate1.compiled.json
compiled-v1,phoneme_forge_candidate,M100_Q0,1.0,0.0,4,S5,,,,,8.035261154174805,0.0,8.201599399626502e-09,-1.8058302402496338,0.8464000307083133,13.68,9.85,,authoring\emu_designer\generated\phoneme_forge_candidate1.compiled.json
compiled-v1,phoneme_forge_candidate,M100_Q0,1.0,0.0,5,S6,,,,,1.0,-1.9999999403953552,1.0000000441074377,-1.6910001039505005,0.722500040531159,8.93,-105.67,,authoring\emu_designer\generated\phoneme_forge_candidate1.compiled.json
compiled-v1,phoneme_forge_candidate,M100_Q0,1.0,0.0,6,S7,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate1.compiled.json
compiled-v1,phoneme_forge_candidate,M100_Q0,1.0,0.0,7,S8,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate1.compiled.json
compiled-v1,phoneme_forge_candidate,M100_Q0,1.0,0.0,8,S9,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate1.compiled.json
compiled-v1,phoneme_forge_candidate,M100_Q0,1.0,0.0,9,S10,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate1.compiled.json
compiled-v1,phoneme_forge_candidate,M100_Q0,1.0,0.0,10,S11,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate1.compiled.json
compiled-v1,phoneme_forge_candidate,M100_Q0,1.0,0.0,11,S12,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate1.compiled.json
compiled-v1,phoneme_forge_candidate,M100_Q100,1.0,1.0,0,S1,,,,,0.03598058596253395,0.0719611719250679,0.03598058596253395,-1.6304776668548584,0.774399995803833,-22.21,-71.15,,authoring\emu_designer\generated\phoneme_forge_candidate1.compiled.json
compiled-v1,phoneme_forge_candidate,M100_Q100,1.0,1.0,1,S2,,,,,4.9545018672943115,0.0,8.201599399626502e-09,-1.832271933555603,0.8464000307083133,9.34,5.58,,authoring\emu_designer\generated\phoneme_forge_candidate1.compiled.json
compiled-v1,phoneme_forge_candidate,M100_Q100,1.0,1.0,2,S3,,,,,5.495408535003662,0.0,8.201599399626502e-09,-1.8058302402496338,0.8464000307083133,10.38,6.55,,authoring\emu_designer\generated\phoneme_forge_candidate1.compiled.json
compiled-v1,phoneme_forge_candidate,M100_Q100,1.0,1.0,3,S4,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate1.compiled.json
compiled-v1,phoneme_forge_candidate,M100_Q100,1.0,1.0,4,S5,,,,,8.035261154174805,0.0,8.201599399626502e-09,-1.8058302402496338,0.8464000307083133,13.68,9.85,,authoring\emu_designer\generated\phoneme_forge_candidate1.compiled.json
compiled-v1,phoneme_forge_candidate,M100_Q100,1.0,1.0,5,S6,,,,,1.0,-1.9999999403953552,1.0000000441074377,-1.6910001039505005,0.722500040531159,8.93,-105.67,,authoring\emu_designer\generated\phoneme_forge_candidate1.compiled.json
compiled-v1,phoneme_forge_candidate,M100_Q100,1.0,1.0,6,S7,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate1.compiled.json
compiled-v1,phoneme_forge_candidate,M100_Q100,1.0,1.0,7,S8,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate1.compiled.json
compiled-v1,phoneme_forge_candidate,M100_Q100,1.0,1.0,8,S9,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate1.compiled.json
compiled-v1,phoneme_forge_candidate,M100_Q100,1.0,1.0,9,S10,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate1.compiled.json
compiled-v1,phoneme_forge_candidate,M100_Q100,1.0,1.0,10,S11,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate1.compiled.json
compiled-v1,phoneme_forge_candidate,M100_Q100,1.0,1.0,11,S12,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\phoneme_forge_candidate1.compiled.json
compiled-v1,talking_bender_v2,M0_Q0,0.0,0.0,0,S1,,,,,0.5618900060653687,-1.0495351999998093,0.4916829002354781,-0.14185462892055511,0.9511945379231612,19.43,-33.7,,authoring\emu_designer\generated\talking_bender.compiled.json
compiled-v1,talking_bender_v2,M0_Q0,0.0,0.0,1,S2,,,,,0.5618900060653687,-1.0458989143371582,0.5026526460020513,-1.938511610031128,0.9590069362490148,0.85,-45.58,,authoring\emu_designer\generated\talking_bender.compiled.json
compiled-v1,talking_bender_v2,M0_Q0,0.0,0.0,2,S3,,,,,0.5618900060653687,-1.0228585600852966,0.5180185111275932,-1.892622709274292,0.9551016362420341,1.04,-43.25,,authoring\emu_designer\generated\talking_bender.compiled.json
compiled-v1,talking_bender_v2,M0_Q0,0.0,0.0,3,S4,,,,,0.5618900060653687,-0.9702023863792419,0.5311742770530969,-1.8533698320388794,0.9938993799545557,0.88,-43.25,,authoring\emu_designer\generated\talking_bender.compiled.json
compiled-v1,talking_bender_v2,M0_Q0,0.0,0.0,4,S5,,,,,0.5618900060653687,-0.24634850025177002,0.3161667095184306,-1.3986632823944092,0.8984841214179973,-1.38,-19.84,,authoring\emu_designer\generated\talking_bender.compiled.json
compiled-v1,talking_bender_v2,M0_Q0,0.0,0.0,5,S6,,,,,0.5618900060653687,-0.579660177230835,0.561888112958119,-1.9813364744186401,0.9824337803680159,-1.31,-47.45,,authoring\emu_designer\generated\talking_bender.compiled.json
compiled-v1,talking_bender_v2,M0_Q0,0.0,0.0,6,S7,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,authoring\emu_designer\generated\talking_bender.compiled.json
